ID,V8,V9,V10,Q1,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q12_1_Group,Q12_2_Group,Q12_3_Group,Q12_4_Group,Q12_5_Group,Q12_6_Group,Q12_7_Group,Q12_8_Group,Q12_9_Group,Q12_10_Group,Q12_11_Group,Q12_12_Group,Q12_13_Group,Q12_14_Group,Q12_15_Group,Q12_23_Group,Q12_16_Group,Q12_17_Group,Q12_18_Group,Q12_19_Group,Q12_20_Group,Q12_21_Group,Q12_22_Group
1528803,2011-05-16 14:23:54,2011-05-16 14:31:47,1,1,92,1,1,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,2,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
379982,2011-05-16 14:21:50,2011-05-16 14:31:47,1,1,100,1,1,1,NA,NA,1,NA,NA,2,1,0,0,2,2,2,2,2,2,2,2,1,2,0,1,2,0,0,0,0,2,2
1281595,2011-05-16 14:10:44,2011-05-16 14:31:50,1,1,90,NA,1,1,NA,NA,1,1,NA,0,2,0,0,2,2,1,1,2,0,2,1,0,2,0,2,1,0,1,1,1,0,2
1268699,2011-05-16 14:21:06,2011-05-16 14:31:51,1,1,69,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,2,2,2,1,1,1,NA,2,1,2,NA,NA,NA,0,1,0,0
830274,2011-05-16 14:21:09,2011-05-16 14:33:55,1,1,81,1,1,1,NA,1,NA,1,NA,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,0,2,2,1,2,1,2
627526,2011-05-16 14:19:02,2011-05-16 14:34:02,1,1,100,1,1,1,1,1,1,1,1,1,1,2,0,2,2,1,1,2,2,1,1,1,2,1,2,2,1,0,0,1,1,1
1249246,2011-05-16 14:11:33,2011-05-16 14:34:10,1,1,100,1,1,1,NA,1,1,1,1,2,0,1,0,2,2,2,2,2,1,1,2,0,1,0,2,1,0,0,0,0,1,0
1211396,2011-05-16 14:12:17,2011-05-16 14:35:12,1,1,100,1,NA,1,NA,1,1,1,1,2,0,2,0,1,2,2,2,2,2,1,0,0,2,2,2,1,0,0,1,0,2,1
1273641,2011-05-16 13:55:51,2011-05-16 14:36:20,1,1,100,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259830,2011-05-16 14:30:41,2011-05-16 14:36:46,1,1,100,1,NA,1,NA,1,NA,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2
724526,2011-05-16 14:25:28,2011-05-16 14:37:01,1,1,98,NA,1,1,NA,1,1,NA,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,0,2,1,2,2,2,2
714419,2011-05-16 14:24:47,2011-05-16 14:37:15,1,1,96,1,1,NA,NA,NA,1,1,NA,1,1,0,0,2,2,NA,2,1,NA,2,NA,0,NA,0,NA,0,NA,NA,1,1,0,1
775277,2011-05-16 14:26:29,2011-05-16 14:37:20,1,1,99,1,1,NA,NA,NA,1,NA,NA,2,2,1,0,0,1,2,2,1,0,0,0,0,1,0,1,2,1,0,0,2,0,2
1692215,2011-05-16 14:23:32,2011-05-16 14:37:24,1,1,0,1,1,1,1,1,NA,1,NA,2,2,0,1,2,2,2,2,2,2,0,0,1,2,0,1,2,1,0,0,0,0,2
1275501,2011-05-16 14:29:19,2011-05-16 14:38:00,1,1,98,NA,1,1,NA,1,NA,NA,NA,1,2,0,1,1,2,2,2,2,1,1,0,0,0,0,1,1,1,0,0,1,1,2
1253803,2011-05-16 14:29:47,2011-05-16 14:38:26,1,1,100,NA,1,1,NA,NA,1,1,1,2,2,0,0,2,2,2,2,2,2,1,1,2,2,1,1,0,2,2,1,2,2,2
1154408,2011-05-16 14:27:49,2011-05-16 14:39:07,1,1,100,1,NA,NA,NA,NA,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,1,2
156045,2011-05-16 14:27:40,2011-05-16 14:39:41,1,1,100,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,1,0,0,1,NA,NA,NA
630816,2011-05-16 14:29:40,2011-05-16 14:40:10,1,1,100,1,1,1,NA,1,1,1,1,1,2,0,0,2,2,2,1,0,2,1,1,1,2,1,1,0,1,0,0,2,0,1
1214500,2011-05-16 14:28:02,2011-05-16 14:40:16,1,1,62,NA,1,1,NA,1,1,1,1,2,2,2,1,2,2,2,2,2,0,2,2,1,2,2,2,1,2,2,1,2,1,2
155408,2011-05-16 14:29:59,2011-05-16 14:40:20,1,1,90,1,NA,NA,NA,NA,1,NA,NA,0,1,2,0,1,2,0,1,1,0,1,2,2,2,2,2,1,2,0,0,1,0,0
1253799,2011-05-16 14:28:23,2011-05-16 14:40:31,1,1,92,1,1,NA,NA,1,NA,NA,NA,2,2,0,0,2,2,2,2,2,1,2,0,0,2,1,2,0,0,0,0,0,2,2
1244096,2011-05-16 14:29:07,2011-05-16 14:40:39,1,1,50,1,1,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
1266856,2011-05-16 14:19:13,2011-05-16 14:41:37,1,1,100,1,1,NA,NA,1,1,NA,NA,2,2,2,2,1,2,1,1,2,2,2,2,0,2,1,2,0,2,1,1,1,1,2
501967,2011-05-16 14:32:41,2011-05-16 14:42:35,1,1,100,1,NA,NA,NA,1,1,1,NA,1,2,0,0,2,1,1,1,2,0,0,0,0,2,0,1,1,0,0,0,1,0,2
1249643,2011-05-16 14:26:04,2011-05-16 14:42:55,1,1,100,1,1,1,1,NA,NA,NA,NA,0,1,0,1,2,2,2,2,2,0,2,2,1,2,2,1,1,0,0,1,2,0,1
1245667,2011-05-16 14:29:00,2011-05-16 14:43:10,1,1,80,1,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,2,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
642377,2011-05-16 14:34:43,2011-05-16 14:43:26,1,1,70,1,NA,NA,1,NA,NA,NA,NA,1,0,0,0,1,1,1,2,1,1,0,1,0,1,0,1,2,1,1,0,0,0,0
1241387,2011-05-16 14:29:38,2011-05-16 14:43:31,1,1,100,NA,1,1,NA,1,1,1,NA,2,1,0,0,2,2,2,2,2,1,1,0,1,2,0,1,0,2,0,0,0,0,1
361742,2011-05-16 14:30:22,2011-05-16 14:44:21,1,1,100,1,1,1,NA,1,NA,NA,NA,2,2,0,1,2,2,2,2,2,2,2,2,0,2,0,0,0,0,1,1,2,1,2
1631095,2011-05-16 14:32:53,2011-05-16 14:44:46,1,1,100,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921880,2011-05-16 14:30:54,2011-05-16 14:45:28,1,1,91,1,1,1,1,NA,NA,1,1,2,1,0,0,2,2,2,2,2,2,1,1,0,2,0,0,1,0,0,0,0,0,2
1248667,2011-05-16 14:35:12,2011-05-16 14:46:01,1,1,100,NA,1,1,NA,1,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
1271555,2011-05-16 14:24:26,2011-05-16 14:46:28,1,1,100,NA,1,1,NA,NA,1,NA,NA,1,2,0,2,0,1,1,1,0,0,2,2,2,1,0,1,0,1,2,1,2,0,1
280157,2011-05-16 13:57:02,2011-05-16 14:48:17,1,1,89,1,1,1,NA,NA,NA,NA,1,1,0,0,0,2,1,0,1,1,1,1,1,1,2,0,1,2,0,1,0,1,1,0
861784,2011-05-16 14:38:21,2011-05-16 14:48:18,1,1,100,1,1,1,NA,1,1,1,1,1,0,2,1,2,2,0,0,0,1,1,0,1,2,2,2,0,1,1,0,2,1,2
993938,2011-05-16 14:38:10,2011-05-16 14:48:34,1,1,100,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,1,2,0,2,1,2,2,1,2,2,2,2,0,2
627092,2011-05-16 14:36:23,2011-05-16 14:48:37,1,1,50,1,NA,NA,NA,1,1,1,1,1,1,0,0,2,0,1,1,2,1,1,0,1,1,0,0,1,1,2,2,1,0,1
1247577,2011-05-16 14:41:50,2011-05-16 14:49:11,1,1,100,1,1,NA,NA,1,NA,NA,NA,2,1,2,1,2,2,2,2,1,2,2,1,1,2,0,0,2,2,1,1,2,1,1
342081,2011-05-16 14:40:04,2011-05-16 14:50:21,1,1,100,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535416,2011-05-16 14:38:13,2011-05-16 14:50:23,1,1,100,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
435944,2011-05-16 14:40:17,2011-05-16 14:51:04,1,1,100,1,1,NA,NA,NA,1,NA,NA,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,0,1,2,2,2,1,2
1280850,2011-05-16 14:41:38,2011-05-16 14:51:11,1,1,100,1,1,1,NA,NA,NA,NA,NA,2,2,1,0,1,2,NA,1,2,1,NA,NA,1,2,NA,0,0,NA,0,0,NA,NA,NA
1681516,2011-05-16 14:27:23,2011-05-16 14:52:20,1,1,100,1,1,1,NA,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441984,2011-05-16 14:43:39,2011-05-16 14:52:44,1,1,100,NA,1,1,NA,NA,1,NA,NA,1,2,1,0,1,2,2,0,0,2,1,0,0,2,2,1,1,0,0,1,2,1,2
1253497,2011-05-16 14:43:17,2011-05-16 14:54:52,1,1,90,NA,1,1,1,1,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA
1089727,2011-05-16 14:46:13,2011-05-16 14:55:26,1,1,90,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,2,1,2,2,2,2,1,1,2,0,0,1,0,0,0,0,0,0
1116690,2011-05-16 14:44:23,2011-05-16 14:56:47,1,1,100,1,NA,1,NA,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,0,1,1,1,1,1,1
1101670,2011-05-16 14:23:55,2011-05-16 14:57:02,1,1,90,1,1,1,1,1,1,NA,NA,1,0,0,0,1,2,1,2,1,2,2,1,0,2,0,0,0,0,0,1,1,1,1
1089920,2011-05-16 14:44:12,2011-05-16 14:57:29,1,1,100,NA,1,NA,1,NA,1,NA,1,0,2,0,2,0,2,1,1,1,0,1,1,2,2,2,1,1,1,1,0,1,0,2
501018,2011-05-16 14:47:05,2011-05-16 14:57:59,1,1,92,1,1,1,1,NA,NA,NA,NA,2,1,0,0,2,2,1,2,2,2,2,2,1,2,1,2,2,0,0,0,1,2,1
639358,2011-05-16 14:50:08,2011-05-16 14:59:43,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
198939,2011-05-16 14:51:47,2011-05-16 14:59:57,1,1,100,1,1,1,1,NA,1,NA,NA,1,1,1,0,1,2,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1
794800,2011-05-16 14:49:13,2011-05-16 15:00:21,1,1,90,1,1,NA,NA,NA,NA,NA,1,0,2,1,0,1,0,1,0,0,0,2,1,2,1,1,2,0,0,1,1,2,1,2
566813,2011-05-16 14:50:26,2011-05-16 15:00:22,1,1,91,1,1,1,NA,NA,1,NA,NA,1,2,1,1,1,1,0,1,1,0,1,1,1,1,2,1,0,1,1,1,2,1,2
1234377,2011-05-16 14:52:53,2011-05-16 15:01:47,1,1,75,1,NA,NA,NA,1,NA,1,NA,2,1,1,1,2,2,0,2,1,0,2,1,0,1,0,0,1,0,1,1,0,0,2
1253978,2011-05-16 14:53:16,2011-05-16 15:02:54,1,1,82,1,1,NA,NA,1,1,1,NA,1,2,2,0,2,2,2,1,2,1,1,1,0,2,0,2,2,0,0,0,2,1,2
1693278,2011-05-16 14:50:11,2011-05-16 15:03:12,1,1,100,1,1,1,1,NA,1,NA,1,2,0,0,2,0,2,2,2,0,0,2,0,1,2,1,1,1,2,1,2,2,2,1
1240724,2011-05-16 14:47:44,2011-05-16 15:03:29,1,1,100,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,0,1,1,1,1,1,1
1243966,2011-05-16 14:44:31,2011-05-16 15:03:29,1,1,50,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34983,2011-05-16 14:51:54,2011-05-16 15:04:08,1,1,90,1,1,NA,NA,NA,NA,1,1,1,1,0,0,2,2,2,2,2,2,0,0,1,2,1,2,1,0,0,0,1,0,1
1646543,2011-05-16 14:44:04,2011-05-16 15:04:41,1,1,100,1,NA,1,NA,1,1,1,1,1,1,0,0,1,2,2,1,2,2,0,2,0,2,1,1,2,0,0,1,1,1,1
1273156,2011-05-16 14:57:39,2011-05-16 15:05:04,1,1,52,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,0,0,0,1,NA,NA
1236166,2011-05-16 14:26:46,2011-05-16 15:05:11,1,1,100,1,NA,1,NA,1,1,1,NA,1,2,0,0,1,1,0,1,1,2,0,0,0,2,0,0,2,1,1,0,1,0,2
448827,2011-05-16 14:51:03,2011-05-16 15:05:50,1,1,100,1,1,NA,1,1,1,NA,NA,2,0,1,0,1,2,1,2,2,2,2,0,2,2,1,0,1,2,0,0,0,1,1
8893,2011-05-16 14:56:53,2011-05-16 15:06:06,1,1,91,1,1,NA,NA,NA,NA,NA,NA,0,2,0,1,0,1,0,1,0,0,1,1,1,2,0,0,2,2,0,2,2,2,2
1266493,2011-05-16 14:58:37,2011-05-16 15:08:22,1,1,100,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1094331,2011-05-16 15:02:08,2011-05-16 15:11:01,1,1,50,1,1,1,NA,NA,NA,NA,NA,0,2,1,1,1,2,0,0,1,1,0,0,2,2,1,1,2,1,1,1,2,0,2
691103,2011-05-16 14:56:27,2011-05-16 15:11:07,1,1,95,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,2,1,1,1,0,0,0,0,1,1,2,1,1,0,0,0,0
587699,2011-05-16 14:54:17,2011-05-16 15:11:24,1,1,100,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA
1279142,2011-05-16 14:58:01,2011-05-16 15:13:35,1,1,100,1,1,1,1,1,NA,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,2,2,2,2,1,1
1264704,2011-05-16 15:07:39,2011-05-16 15:14:07,1,1,100,1,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1244119,2011-05-16 14:47:26,2011-05-16 15:15:24,1,1,100,1,1,1,NA,1,NA,NA,NA,1,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,1,0,1
593335,2011-05-16 15:05:47,2011-05-16 15:15:43,1,1,100,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207727,2011-05-16 14:52:30,2011-05-16 15:15:46,1,1,97,1,1,1,NA,1,1,1,1,2,2,1,0,2,2,0,2,2,2,1,1,2,2,1,2,2,1,1,1,1,0,1
831356,2011-05-16 15:04:35,2011-05-16 15:15:59,1,1,100,1,1,1,NA,1,NA,NA,NA,2,2,1,0,2,2,2,2,2,2,1,2,1,2,0,2,1,0,2,1,0,1,1
1280978,2011-05-16 15:01:30,2011-05-16 15:16:01,1,1,92,NA,1,1,NA,NA,1,NA,NA,2,1,0,0,2,1,2,2,2,2,1,1,0,2,0,0,1,0,0,0,0,1,1
671928,2011-05-16 15:06:58,2011-05-16 15:17:33,1,1,100,1,1,1,NA,1,NA,1,NA,NA,NA,0,0,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
1668509,2011-05-16 15:06:46,2011-05-16 15:17:34,1,1,100,1,1,1,NA,1,1,1,1,2,1,1,0,0,1,1,2,1,1,1,0,0,2,1,0,1,0,0,0,1,1,1
1285002,2011-05-16 15:06:21,2011-05-16 15:17:38,1,1,85,1,NA,NA,NA,NA,1,NA,1,2,2,1,0,0,0,2,2,1,1,1,1,1,2,0,0,2,2,1,2,2,0,2
1233484,2011-05-16 15:06:23,2011-05-16 15:18:11,1,1,100,1,NA,NA,NA,NA,1,NA,NA,2,2,0,1,0,2,2,2,2,1,2,1,1,2,0,0,2,2,0,0,2,2,2
1252814,2011-05-16 15:05:41,2011-05-16 15:18:16,1,1,100,1,NA,NA,1,1,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA
826463,2011-05-16 15:08:25,2011-05-16 15:18:16,1,1,5,1,NA,1,NA,1,1,NA,NA,1,0,0,0,1,1,1,2,1,1,1,1,0,2,0,2,1,0,0,1,1,1,0
1280438,2011-05-16 15:04:38,2011-05-16 15:19:16,1,1,100,1,1,1,NA,1,NA,1,1,2,1,1,0,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,0,1,1,1
1263334,2011-05-16 15:08:59,2011-05-16 15:19:28,1,1,100,1,1,1,1,1,1,NA,NA,2,2,0,0,2,2,0,2,2,NA,1,NA,0,NA,0,0,NA,NA,1,0,NA,1,NA
782477,2011-05-16 15:01:26,2011-05-16 15:19:38,1,1,97,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,2,2,0,1,0,1,1,0,0,1,2,0,0,1,1,1
1214390,2011-05-16 15:07:07,2011-05-16 15:21:16,1,1,100,1,NA,NA,NA,NA,NA,1,NA,2,2,0,0,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,1,2,2,1
1278098,2011-05-16 15:11:07,2011-05-16 15:22:01,1,1,91,1,NA,NA,NA,NA,1,1,1,1,1,2,1,2,2,0,2,2,2,1,1,0,2,2,0,0,1,1,0,0,0,2
816779,2011-05-16 15:15:47,2011-05-16 15:23:32,1,1,92,1,1,1,NA,NA,1,1,NA,0,2,0,1,NA,1,NA,2,0,NA,1,0,1,NA,1,NA,1,2,1,NA,NA,0,2
232385,2011-05-16 15:05:36,2011-05-16 15:24:37,1,1,100,1,1,NA,1,NA,1,NA,NA,0,1,0,0,2,2,1,2,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1
1236294,2011-05-16 15:09:03,2011-05-16 15:25:46,1,1,50,1,NA,NA,1,NA,1,1,NA,2,1,0,0,2,2,0,0,2,1,1,0,2,2,0,1,1,0,0,0,1,1,1
1300057,2011-05-16 15:13:38,2011-05-16 15:28:09,1,1,50,NA,1,NA,NA,1,1,NA,1,0,1,1,1,0,2,0,1,0,0,0,0,1,0,1,1,1,2,2,1,1,0,1
1096635,2011-05-16 15:20:40,2011-05-16 15:28:40,1,1,100,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,1,2,2,2,2,2
720783,2011-05-16 15:18:12,2011-05-16 15:29:04,1,1,86,NA,1,1,NA,1,NA,NA,NA,NA,1,1,0,NA,1,1,2,NA,1,2,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
609905,2011-05-16 14:29:56,2011-05-16 15:29:09,1,1,80,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1236208,2011-05-16 15:21:27,2011-05-16 15:29:30,1,1,76,NA,NA,1,NA,1,1,1,1,2,2,1,0,1,2,1,1,2,2,1,1,1,1,0,1,2,0,1,0,0,0,0
1371559,2011-05-16 15:17:06,2011-05-16 15:30:17,1,1,90,1,1,NA,NA,NA,NA,1,NA,1,1,1,0,1,2,0,2,1,0,0,0,1,2,0,1,1,0,1,0,0,1,1
1272850,2011-05-16 15:21:32,2011-05-16 15:34:15,1,1,100,NA,NA,1,1,NA,1,1,NA,2,0,0,1,1,2,2,2,2,0,1,0,0,2,0,1,2,2,2,1,2,1,2
646819,2011-05-16 15:24:06,2011-05-16 15:34:17,1,1,100,1,1,1,1,NA,1,NA,1,2,2,0,0,2,2,2,2,0,2,1,0,0,2,0,0,1,0,0,1,1,2,2
820578,2011-05-16 15:19:16,2011-05-16 15:34:56,1,1,100,NA,1,1,NA,1,1,1,1,0,2,0,0,1,2,1,1,2,1,2,1,1,1,1,1,0,1,1,1,2,1,2
883015,2011-05-16 15:26:36,2011-05-16 15:35:15,1,1,95,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,0,1,0,1,2,0,NA
1690396,2011-05-16 15:25:23,2011-05-16 15:36:55,1,1,75,1,1,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1
1238699,2011-05-16 15:21:07,2011-05-16 15:36:55,1,1,100,1,1,1,NA,NA,NA,NA,NA,1,2,0,0,2,2,2,2,1,2,0,0,1,2,0,1,1,1,0,0,1,0,2
130309,2011-05-16 15:19:19,2011-05-16 15:37:05,1,1,100,NA,1,1,NA,1,1,NA,NA,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,0,2,2,1,2,2,2
657944,2011-05-16 15:28:00,2011-05-16 15:38:17,1,1,100,1,1,NA,NA,1,1,NA,NA,0,0,1,0,2,2,1,1,0,2,2,2,1,2,0,0,2,1,1,1,0,0,0
1252803,2011-05-16 15:31:18,2011-05-16 15:38:54,1,1,50,1,NA,1,1,NA,NA,NA,NA,1,0,0,0,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,0,1,1,1
985887,2011-05-16 15:28:41,2011-05-16 15:40:18,1,1,71,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,0,0,1,NA,NA,NA
541733,2011-05-16 15:30:51,2011-05-16 15:40:34,1,1,85,1,NA,NA,NA,1,1,1,1,1,0,0,0,2,0,1,2,1,1,0,1,0,2,0,0,1,0,0,0,1,2,2
1259581,2011-05-16 15:19:40,2011-05-16 15:41:00,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,1,0,2,2,1,2,1,2,1,1,1,2,1,1,2,0,0,0,2,2,2
1053034,2011-05-16 15:20:16,2011-05-16 15:42:02,1,1,100,1,1,NA,NA,NA,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,1,2
579691,2011-05-16 15:29:05,2011-05-16 15:42:12,1,1,90,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,0,0,NA,NA,2
115556,2011-05-16 15:24:12,2011-05-16 15:42:14,1,1,100,1,1,1,1,NA,NA,NA,NA,2,2,0,1,2,2,2,2,2,2,1,0,0,2,1,0,2,2,0,1,1,2,1
913373,2011-05-16 15:32:17,2011-05-16 15:43:18,1,1,100,1,1,NA,NA,1,NA,1,1,0,1,1,0,0,0,2,0,2,0,2,2,1,0,1,1,0,0,0,1,1,1,1
544463,2011-05-16 15:26:56,2011-05-16 15:44:05,1,1,100,1,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,2
100097,2011-05-16 15:31:17,2011-05-16 15:46:15,1,1,95,1,1,NA,NA,1,NA,NA,NA,1,0,1,2,1,0,2,1,1,0,2,2,0,1,1,0,0,0,0,0,0,1,0
995201,2011-05-16 15:37:46,2011-05-16 15:46:46,1,1,100,1,NA,NA,1,NA,NA,1,NA,1,1,0,0,2,1,1,1,0,1,0,1,1,2,1,0,1,1,0,0,2,0,2
1256263,2011-05-16 15:34:20,2011-05-16 15:47:21,1,1,100,1,1,NA,NA,NA,1,NA,NA,0,2,0,1,0,2,1,1,2,1,1,1,2,2,2,2,1,1,0,1,2,0,2
367928,2011-05-16 15:33:59,2011-05-16 15:49:43,1,1,100,1,1,NA,NA,NA,1,NA,NA,0,1,1,0,2,2,1,2,2,2,0,0,0,2,0,0,1,1,0,0,2,0,1
1274272,2011-05-16 15:36:44,2011-05-16 15:50:05,1,1,100,1,1,1,1,1,1,1,1,2,2,2,0,2,2,2,2,2,1,2,2,1,2,1,1,1,0,1,1,2,1,2
1087852,2011-05-16 15:41:21,2011-05-16 15:50:36,1,1,99,1,1,NA,NA,NA,1,NA,1,0,2,0,0,2,2,2,2,1,2,2,2,2,2,0,1,0,0,0,0,1,1,2
602529,2011-05-16 15:39:53,2011-05-16 15:51:46,1,1,80,1,1,1,1,NA,1,1,1,2,0,0,0,2,2,2,2,1,2,1,1,2,2,0,0,2,1,1,0,0,2,1
1237323,2011-05-16 15:43:22,2011-05-16 15:53:13,1,1,85,1,1,NA,NA,NA,1,NA,1,1,2,2,0,2,2,2,2,2,2,2,1,2,2,0,2,1,2,0,0,2,0,2
1276400,2011-05-16 15:39:08,2011-05-16 15:53:15,1,1,100,1,1,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1233179,2011-05-16 15:39:08,2011-05-16 15:53:18,1,1,90,NA,1,NA,NA,NA,1,NA,NA,1,1,0,0,1,1,1,2,2,1,2,0,1,2,0,0,2,0,0,0,0,0,0
614117,2011-05-16 15:40:33,2011-05-16 15:53:38,1,1,30,NA,1,1,1,1,NA,1,NA,1,2,0,0,2,2,1,1,1,1,0,0,2,1,1,1,2,2,0,0,2,1,2
75800,2011-05-16 15:38:28,2011-05-16 15:55:43,1,1,90,1,1,1,NA,NA,NA,NA,NA,0,2,1,1,1,1,1,1,0,0,1,0,2,2,0,0,2,2,0,0,1,0,1
